ะ,ITEM NO.,Name,Group,Order,Supplier,Q.,Unit PO, Cost PO,Q.,Unit For Stock, Cost For Stock,Q.,Unit For Recipe, Cost For Recipe,Price Update 
428,SS-0218,เบสท์โอเดอร์ สีผสมอาหาร สีแดง 30 มล.,SS,218,แม็คโคร,1,ขวด,  18.00 ,1,ขวด, ฿ 18.00 ,30,กรัม, ฿ 0.60 ,
429,SS-0219,ผงปรุงอาหารรสไก่ ตรารสดี/รสดีไก่ 800 กรัม,SS,219,ตลาดสด,1,ถุง,  125.00 ,800,กรัม, ฿ 0.16 ,1,กรัม, ฿ 0.16 ,
430,SS-0220,จอมยุทธ์ น้ำจิ้มลูกชิ้นเผ็ด 1 กก,SS,220,แม็คโคร,1,ถุง,  32.00 ,1,ถุง, ฿ 32.00 ,1000,กรัม, ฿ 0.03 ,
431,SS-0221,หมี่ซั่วเหลืองเจ,SS,221,ตลาดสด,1,แพ็ค,  30.00 ,1,แพ็ค, ฿ 30.00 ,314,กรัม, ฿ 0.10 ,
432,SS-0222,ข้าวเบายอดม่วง,SS,222,สุวดี สมาธิ,1,กก.,  70.00 ,1,กก., ฿ 70.00 ,1000,กรัม, ฿ 0.07 ,
433,SS-0223,ไร่ทิพย์ ข้าวคั่ว 500 กรัม,SS,223,แม็คโคร,1,แพ็ค,  32.00 ,1,แพ็ค, ฿ 32.00 ,500,กรัม, ฿ 0.06 ,
434,SS-0224,ซีอิ๊วขาวตราแกะ,SS,224,ฮอยควั่น,1,ขวด,  17.50 ,1,ขวด, ฿ 17.50 ,630,มล., ฿ 0.03 ,
435,SS-0225,ไวไว เส้นหมี่อบแห้ง 180 กรัม*12,SS,225,Makro,1,ห่อ,  15.00 ,1,ห่อ, ฿ 15.00 ,180,กรัม, ฿ 0.08 ,
436,SS-0226,ข้าวเกรียบกุ้งดิบ ตรามโนราห์ ขนาด 500 กรัม,SS,226,ตลาดสด,1,ถุง,  100.00 ,1,ถุง, ฿ 100.00 ,500,กรัม, ฿ 0.20 ,
437,SS-0227,พริกหม่าล่า 200 กรัม,SS,227,Makro,1,แพ็ค,  82.00 ,200,กรัม, ฿ 0.41 ,1,กรัม, ฿ 0.41 ,
438,SS-0228,ยี่หร่าป่น,SS,228,Makro,1,แพ็ค,  50.00 ,200,กรัม, ฿ 0.25 ,1,กรัม, ฿ 0.25 ,
439,SS-0229,ข้าวโพดหวาน,SS,229,ตลาดสด,1,กิโล,  20.00 ,1,กิโล, ฿ 20.00 ,1000,กรัม, ฿ 0.02 ,
440,SS-0230,ถั่วอบเกลือสามชนิด ( ถั่วลิสง ถั่วปากอ้า ถั่วลันเตา),SS,230,ตลาดสด,1,แพ็ค,  80.00 ,10,ถุงเล็ก, ฿ 8.00 ,1,แพ็ค, ฿ 8.00 ,
441,SS-0231,แม่ประนอม น้ำพริกเผาไทย สูตรต้มยำ 900 ก.,SS,231,Makro,1,กระปุก,  110.00 ,1,ขวด, ฿ 110.00 ,900,กรัม, ฿ 0.12 ,
442,SS-0232,พริกจินดาแห้ง เด็ดก้าน 500 กรัม,SS,232,Makro,1,แพ็ค,  109.00 ,500,กรัม, ฿ 0.22 ,1,กรัม, ฿ 0.22 ,
443,SS-0233,ขนมหนวดกุ้ง,SS,233,ตลาดสด,1,ปิ๊บ,  275.00 ,2000,กรัม, ฿ 0.14 ,1,ชิ้น, ฿ 0.14 ,
444,SS-0234,เครื่องแกงพแนง,SS,234,ตลาดสด,1,กิโล,  130.00 ,1,กิโล, ฿ 130.00 ,1,กรัม, ฿ 130.00 ,
445,SS-0235,Bertolli Balsamic Vinegar 500 ml.,SS,235,Makro,1,ขวด,  279.00 ,1,ขวด, ฿ 279.00 ,500,กรัม, ฿ 0.56 ,
446,SS-0236,เอโร่ สาหร่ายคอมบุ 100 ก.,SS,236,Makro,1,แพ็ค,  70.00 ,1,แพ็ค, ฿ 70.00 ,100,กรัม, ฿ 0.70 ,
447,SS-0237,เหล้าขาวไทย 40 ดีกรี ขนาด 625 มล.,SS,237,ตลาดสด,1,ขวด,  80.00 ,1,ขวด, ฿ 80.00 ,625,มล., ฿ 0.13 ,
448,SS-0238,ตราช้างสามเศียร แป้งข้าวเหนียว 1 กก.,SS,238,ตลาดสด,1,ถุุง,  50.00 ,1,กิโล, ฿ 50.00 ,1000,กรัม, ฿ 0.05 ,
449,SS-0239,น้ำตาลแว่น 1 กิโล,SS,239,ตลาดสด,1,กิโล,  45.00 ,1,กิโล, ฿ 45.00 ,1000,กรัม, ฿ 0.05 ,
450,SS-0240,แป้งถั่วเขียว ตราต้นสน 500 กรัม,SS,240,ตลาดสด,1,ถุง,  97.00 ,1,ถุง, ฿ 97.00 ,500,กรัม, ฿ 0.19 ,
451,SS-0241,บูดูเฮงสายบุรี ปัตตานี,SS,241,ตลาดสด,1,ขวด,  40.00 ,1,ขวด, ฿ 40.00 ,150,กรัม, ฿ 0.27 ,03/03/25
452,SS-0242,เมล็ดเจีย,SS,242,Shopee,1,กล่อง,  140.00 ,1,กล่อง, ฿ 140.00 ,1,กล่อง, ฿ 140.00 ,
453,SS-0243,โอวัลติน นมยูเอชที สลิม รสมอลต์ช็อกโกแลต 180 มล. x 4,SS,243,ตลาดสด,1,แพ็ค,  40.00 ,4,กล่อง, ฿ 10.00 ,180,มล., ฿ 0.06 ,
454,SS-0244,ตราแม่ครัว ซอสหอยนางรม 600 มล. x 3,SS,244,แม็คโคร,1,แพ็ค,  151.00 ,3,ขวด, ฿ 50.33 ,600,มล., ฿ 0.08 ,
455,SS-0245,รสดี ผงปรุงอาหาร รสหมู ขนาด 800 กรัม,SS,245,ตลาดสด,1,ซอง,  98.00 ,1,ซอง, ฿ 98.00 ,800,กรัม, ฿ 0.12 ,
456,SS-0246,อายิโนะโมะโต๊ะผงชูรส 500กรัม,SS,246,ตลาดสด,1,ซอง,  52.00 ,1,ซอง, ฿ 52.00 ,500,กรัม, ฿ 0.10 ,
457,SS-0247,คาร์เนชั่น นมข้นจืด 405 กรัม (สำหรับปรุงอาหารและเบเกอรี่),SS,247,ตลาดสด,1,กระป๋อง,  25.00 ,1,กระป๋อง, ฿ 25.00 ,405,กรัม, ฿ 0.06 ,
458,SS-0248,สีผสมอาหาร (สีส้ม),SS,248,ตลาดสด,1,ซอง,  3.00 ,1,กรัม, ฿ 3.00 ,1,กรัม, ฿ 3.00 ,
459,SS-0249,ปืนยิงแก๊ส,SS,249,รัษฏาแก๊ส,1,ชิ้น,  100.00 ,1,ชิ้น, ฿ 100.00 ,1,ชิ้น, ฿ 100.00 ,
460,SS-0250,เอโร่ อัลมอลด์แท่ง 1 กก.,SS,250,แม็คโคร,1,แพ็ค,  429.00 ,1,แพ็ค, ฿ 429.00 ,1000,กรัม, ฿ 0.43 ,
342,SS-0251,ลี แอนด์ เพอร์รินส์ วูสเตอร์ไชร์ ซอสเปรี้ยว ,SS,251,Tesco,1,ขวด,  90.00 ,1,ขวด, ฿ 90.00 ,150,กรัม, ฿ 0.60 ,
343,SS-0252,อร่อยดี กะทิ 100 เปอร์เซ็น 1 ล.*12 หน่วย,SS,252,Makro,1,ลัง,  820.00 ,12,กล่อง, ฿ 68.33 ,1000,มม., ฿ 0.07 ,
344,SS-0253,ข้าวม่าว,SS,253,ตลาดสด,1,กิโล,  70.00 ,1000,กรัม, ฿ 0.07 ,1,กรััม, ฿ 0.07 ,
345,SS-0254,ซอสผัดสำเร็จ,SS,254,ผลิตเอง,520,กรัม,  48.00 ,520,กรัม, ฿ 0.09 ,1,กรััม, ฿ 0.09 ,
346,FF-0227,ปลาเค็มแอนโชวี่ในน้ำมันมะกอก 50 กรัม,FF,227,น้าอ้อย,1,กล่อง,  100.00 ,1,กล่อง, ฿ 100.00 ,50,ลูก, ฿ 2.00 ,
347,SS-0255,ผักบุ้งบ้าน,SS,255,ตลาดสด,1,มัด,12.00,1,มัด, ฿ 12.00 ,1,มัด, ฿ 0.24 ,31/3/25
348,SS-0256,มะระ,SS,256,ตลาดสด,1,ลูก,  55.00 ,600,กรัม, ฿ 0.09 ,1,กรัม, ฿ 0.09 ,31/3/25
349,SS-0257,มาม่า บะหมี่กึ่งสำเร็จรูป รสต้มยำกุ้ง 55 ก. 10 ซอง,SS,257,Makro,1,แพ็ค,  65.00 ,10,ห่อ, ฿ 6.50 ,1,ห่อ, ฿ 6.50 ,17/4/25
350,SS-0258,ซันไลต์ น้ำยาล้างจาน เลมอน 20 ล.,SS,258,Makro,1,ถัง,  820.00 ,20,L, ฿ 41.00 ,1,L, ฿ 41.00 ,3/5/25
351,FZ-0056,เอโร่ พอร์คชอปแช่แข็ง 930 ก.,FZ,56,Makro,1,ถูง,  219.00 ,4,ชิ้น, ฿ 54.75 ,1,ชิ้น, ฿ 54.75 ,
352,FZ-0057,ปลาปลาโอย่าง,FZ,57,ตลาดสด,1,ตัว,  40.00 ,1,ตัว, ฿ 40.00 ,1,ตัว, ฿ 40.00 ,
353,SS-0259,ใบเล็บครุฑ,SS,259,ตลาดสด,1,มัด,  30.00 ,150,กรัม, ฿ 0.20 ,1,กรััม, ฿ 0.20 ,
354,SS-0260,น้ำตาลจาก,SS,260,GM,1,โหล,  100.00 ,1,โหล,  100.00 ,150,มล., ฿ 0.67 ,
355,SS-0261,ใบส้มม่าว,SS,261,ตลาดสด,1,มัด,  30.00 ,150,กรัม, ฿ 0.20 ,1,กรััม, ฿ 0.20 ,
356,FB-0001,Ice-cream kati ruam mitr 80 ml,FB,1,ETE,1,ลัง,  392.52 ,12,ถ้วย, ฿ 32.71 ,1,ถ้วย, ฿ 32.71 ,17/4/25
357,SS-0262,มาร์ชี่ส์ มาร์ชแมลโลว์ สีขาว เม็ดใหญ่ กลิ่นวานิลลา 150 ก.,SS,262,Makro,1,ถูง,  42.00 ,150,กรัม, ฿ 0.28 ,1,กรัม, ฿ 0.28 ,24/5/25
358,SS-0263,ปืนยิงแก๊ส,SS,263,ทุกอย่าง 20 บาท,1,อัน,  20.00 ,1,ชิ้ิ้น, ฿ 20.00 ,1,ชิ้ิ้น, ฿ 20.00 ,26/6/25
359,FB-0002,Ice-cream kati ruam mitr 80 ml,FB,2,ETE,1,ลัง,  392.52 ,12,ถ้วย, ฿ 32.71 ,1,ถ้วย, ฿ 32.71 ,24/7/25
360,FB-0003,Ice-cream vanilla bean 100ml/85g,FB,3,ETE,1,ลัง,  538.32 ,12,ถ้วย, ฿ 44.86 ,1,ถ้วย, ฿ 44.86 ,24/7/25
361,FF-0228,กุ้งขาว (40-50 ตัวโล),FF,228,ตลาดสด,1,กิโล,  290.00 ,45,ตัว, ฿ 6.44 ,1,ตัว, ฿ 6.44 ,
362,AS-0035,จานบัว ขาวเนื้อทราย 12 นิ้ว,AS,35,TD,1,ใบ,  125.00 ,1,ใบ,  125.00 ,1,ใบ,125.00,28/12/25
363,AS-0036,จานก้นลึก เขียวเทา 9 นิ้ว,AS,36,TD,1,ใบ,  55.00 ,1,ใบ,  55.00 ,1,ใบ,55.00,28/12/25
364,AS-0037,ถ้วย เขียวเทา 7 นิ้ว,AS,37,TD,1,ใบ,  55.00 ,1,ใบ,  55.00 ,1,ใบ,55.00,28/12/25
365,AS-0038,จานก้นลึก ดำ 12 นิ้ว,AS,38,TD,1,ใบ,  95.00 ,1,ใบ,  95.00 ,1,ใบ,95.00,28/12/25
366,AS-0039,ถ้วย เหลืองมัสตาด 8 นิ้ว,AS,39,TD,1,ใบ,  65.00 ,1,ใบ,  65.00 ,1,ใบ,65.00,28/12/25
367,SS-0264,แก็ส LPG 48 Kg,SS,264,รัษฎาแก็ส,1,ถัง,"  1,355.00 ",48,kg, ฿ 28.23 ,1,kg, ฿ 28.23 ,28/12/25
368,FZ-0058,เอโร่ พาร์เมซานชีสก้อน 1 กก.,FZ,58,แม็คโคร,1,ถุง,  580.00 ,1000,กรัม, ฿ 0.58 ,1,กรัม, ฿ 0.58 ,16/1/26
369,FZ-0059,เจด ดราก้อน มินิหมั่นโถว 500 ก. 20 ชิ้น,FZ,59,แม็คโคร,1,แพ็ค,  95.00 ,1,แพ็ค, ฿ 95.00 ,20,ชิ้น, ฿ 4.75 ,28/2/26
370,FF-0229,เอโร่ มินิครัวซองต์,FF,229,แม็คโคร,1,แพ็ค,  120.00 ,20,ชิ้น, ฿ 6.00 ,1,ชิ้น, ฿ 6.00 ,15/3/26
371,FF-0230,คิวบิก ขนมปังฝรั่งเศส ขนาด340กรัม,FF,230,แม็คโคร,1,แพ็ค,  39.00 ,1,ชิ้น, ฿ 39.00 ,1,ชิ้น, ฿ 39.00 ,15/3/26
372,FF-0231,ไข่ไก่เบอร์ 6,FF,231,ตลาดสด,1,แผง,  85.00 ,30,ลููก, ฿ 2.83 ,1,ลููก, ฿ 2.83 ,15/3/26
373,SS-0265,ตราฉัตร ข้าวหอม 100% 5 กก. สีม่วง,SS,265,แม็คโคร,1,ถุง,  149.00 ,5000,กรัม, ฿ 0.03 ,1,กรัม, ฿ 0.03 ,27/3/2026
374,SS-0266,เอโร่ น้ำสลัดงาผสมซีอิ๊วญี่ปุ่น 500 ก.,SS,266,แม็คโคร,1,ถุง,  55.00 ,500,กรัม, ฿ 0.11 ,1,กรัม, ฿ 0.11 ,27/3/2026
375,FF-0232,หมูสองตัว แซนวิชแฮม 500 ก.,FF,232,แม็คโคร,1,ถุง,  177.00 ,500,กรัม, ฿ 0.35 ,1,กรัม, ฿ 0.35 ,27/3/2026
376,FF-0233,เอโร่ โบโลน่าหมู 1 กก.,FF,233,แม็คโคร,1,ถุง,  155.00 ,1000,กรัม, ฿ 0.16 ,1,กรัม, ฿ 0.16 ,27/3/2026
377,SS-0267,นูดดี้ บะหมี่กึ่งสำเร็จรูป 21ก้อน 945 กรัม,SS,267,แม็คโคร,1,ถุง,  63.00 ,945,กรัม, ฿ 0.07 ,1,กรัม, ฿ 0.07 ,
378,FF-0234,สะโพกหมู ,FF,234,แม็คโคร,1,กิโล,  104.00 ,1000,กรัม, ฿ 0.10 ,1,กรัม, ฿ 0.10 ,30/4/26
379,SS-0268,เบอร์ทอลลี่ น้ำส้มสายชูหมักจากไวน์แดง 500 ก.,SS,268,แม็คโคร,1,ขวด,  198.00 ,500,กรัม, ฿ 0.40 ,1,กรัม, ฿ 0.40 ,10/5/26
380,SS-0269,ตราปลาไส้ตัน น้ำปลาพริก 7 ก. 50 ชิ้น,SS,269,แม็คโคร,1,ถุง,  27.00 ,50,ซอง, ฿ 0.54 ,1,ซอง, ฿ 0.54 ,24/5/26
381,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
382,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
383,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
384,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
385,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
386,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
387,-0000,,,0,,,,,,,#DIV/0!,,,#DIV/0!,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,FF-0235,ลูกมะพร้าว,FF,235,โกฟรี& น้องติก หลังจวน,1,ลูก,  30.00 ,,,,,,,
2,-0000,,,,,,,,,,,,,,
3,-0000,,,,,,,,,,,,,,
4,-0000,,,,,,,,,,,,,,
5,-0000,,,,,,,,,,,,,,
6,-0000,,,,,,,,,,,,,,
7,-0000,,,,,,,,,,,,,,
8,-0000,,,,,,,,,,,,,,
9,-0000,,,,,,,,,,,,,,
10,-0000,,,,,,,,,,,,,,
11,-0000,,,,,,,,,,,,,,
